"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"24-Jun-2016","     8029.10","     8100.70","     7927.05","     8088.60","      306803641","        13263.08"
"27-Jun-2016","     8039.35","     8120.65","     8039.35","     8094.70","      167462711","         7614.06"
"28-Jun-2016","     8096.05","     8146.35","     8086.85","     8127.85","      175724276","         7777.39"
"29-Jun-2016","     8173.10","     8212.40","     8157.65","     8204.00","      151499716","         6940.87"
"30-Jun-2016","     8260.25","     8308.15","     8242.10","     8287.75","      288031935","        12346.32"
"01-Jul-2016","     8313.05","     8356.75","     8308.65","     8328.35","      170581881","         7358.38"
"04-Jul-2016","     8376.75","     8398.45","     8364.70","     8370.70","      158955823","         6662.92"
"05-Jul-2016","     8379.30","     8381.45","     8319.95","     8335.95","      143253937","         5976.01"
"07-Jul-2016","     8342.00","     8361.95","     8317.70","     8337.90","      160327315","         7592.94"
"08-Jul-2016","     8350.00","     8353.30","     8287.55","     8323.20","      142159935","         6886.33"
"11-Jul-2016","     8413.35","     8475.25","     8407.05","     8467.90","      154399933","         7576.69"
"12-Jul-2016","     8502.60","     8526.60","     8479.20","     8521.05","      189339750","         7873.74"
"13-Jul-2016","     8540.45","     8550.25","     8493.55","     8519.50","      201492184","         8284.38"
"14-Jul-2016","     8515.75","     8571.40","     8500.70","     8565.00","      158738499","         6890.07"
"15-Jul-2016","     8565.45","     8594.80","     8510.05","     8541.40","      228598684","        12375.84"
"18-Jul-2016","     8564.05","     8587.10","     8494.35","     8508.70","      169400452","         8200.06"
"19-Jul-2016","     8514.30","     8540.05","     8476.70","     8528.55","      173050805","         7928.14"
"20-Jul-2016","     8515.45","     8569.90","     8512.55","     8565.85","      165349380","         7936.36"
"21-Jul-2016","     8582.70","     8585.25","     8503.45","     8510.10","      154575685","         7399.71"
"22-Jul-2016","     8519.65","     8548.95","     8489.80","     8541.20","      147619642","         6504.00"
"25-Jul-2016","     8519.95","     8641.15","     8517.20","     8635.65","      154631398","         7850.12"
"26-Jul-2016","     8633.75","     8644.90","     8577.15","     8590.65","      159563469","         8765.45"
"27-Jul-2016","     8599.40","     8665.00","     8572.05","     8615.80","      189796380","        10885.88"
"28-Jul-2016","     8636.95","     8674.70","     8625.25","     8666.30","      240721865","        12998.06"
"29-Jul-2016","     8668.30","     8670.35","     8631.15","     8638.50","      161935155","         8428.80"
"01-Aug-2016","     8654.30","     8711.30","     8590.50","     8636.55","      194186858","         9881.67"
"02-Aug-2016","     8647.45","     8687.20","     8611.40","     8622.90","      174556789","         8652.31"
"03-Aug-2016","     8635.20","     8635.45","     8529.60","     8544.85","      168033073","         8507.82"
"04-Aug-2016","     8599.95","     8601.40","     8518.15","     8551.10","      169780463","         7399.03"
"05-Aug-2016","     8600.20","     8689.40","     8590.15","     8683.15","      162784913","         7635.01"
"08-Aug-2016","     8712.85","     8723.50","     8697.60","     8711.35","      177877012","         7862.15"
"09-Aug-2016","     8727.80","     8728.35","     8638.20","     8678.25","      206261255","         9111.40"
"10-Aug-2016","     8686.70","     8690.10","     8564.60","     8575.30","      178963496","         8206.18"
"11-Aug-2016","     8572.80","     8601.15","     8540.05","     8592.15","      195114539","         8634.80"
"12-Aug-2016","     8605.45","     8684.30","     8604.45","     8672.15","      272014034","        11998.86"
"16-Aug-2016","     8670.25","     8682.35","     8600.45","     8642.55","      231771409","        10937.35"
"17-Aug-2016","     8639.80","     8667.10","     8603.60","     8624.05","      179540691","         8161.38"
"18-Aug-2016","     8648.85","     8690.70","     8645.05","     8673.25","      169431656","         7900.60"
"19-Aug-2016","     8694.30","     8696.60","     8647.10","     8666.90","      197770568","         8354.88"
"22-Aug-2016","     8667.00","     8684.85","     8614.00","     8629.15","      156976546","         7394.57"
"23-Aug-2016","     8628.35","     8642.15","     8580.00","     8632.60","      193302503","         7309.82"
"24-Aug-2016","     8648.50","     8661.05","     8620.90","     8650.30","      154168043","         7199.72"
"25-Aug-2016","     8668.85","     8683.05","     8583.65","     8592.20","      219736214","        10508.32"
"26-Aug-2016","     8614.35","     8622.95","     8547.55","     8572.55","      152146666","         7153.37"
"29-Aug-2016","     8583.75","     8622.00","     8543.75","     8607.45","      133723771","         6857.99"
"30-Aug-2016","     8646.75","     8750.60","     8642.25","     8744.35","      154828719","         8392.76"
"31-Aug-2016","     8754.05","     8819.20","     8754.05","     8786.20","      373422334","        22534.29"
"01-Sep-2016","     8793.60","     8813.25","     8759.95","     8774.65","      246336047","         9653.93"
"02-Sep-2016","     8796.35","     8824.10","     8768.20","     8809.65","      197385217","         8231.93"
"06-Sep-2016","     8852.70","     8950.85","     8848.45","     8943.00","      201617132","         9571.31"
"07-Sep-2016","     8968.70","     8968.70","     8913.35","     8917.95","      299145644","        11430.95"
"08-Sep-2016","     8915.50","     8960.35","     8896.00","     8952.50","      223937056","        10773.98"
"09-Sep-2016","     8934.30","     8939.15","     8858.70","     8866.70","      181344327","         9976.28"
"12-Sep-2016","     8732.95","     8746.95","     8699.40","     8715.60","      190199613","         9248.73"
"14-Sep-2016","     8710.65","     8739.85","     8688.90","     8726.60","      189984289","         9112.57"
"15-Sep-2016","     8743.85","     8751.95","     8704.35","     8742.55","      149889703","         7347.34"
"16-Sep-2016","     8780.85","     8847.65","     8750.50","     8779.85","      274039556","        14430.63"
"19-Sep-2016","     8788.45","     8824.30","     8774.20","     8808.40","      135814177","         7364.64"
"20-Sep-2016","     8816.10","     8816.45","     8759.30","     8775.90","      140718486","         7035.07"
"21-Sep-2016","     8790.30","     8826.85","     8757.30","     8777.15","      153441330","         7572.41"
"22-Sep-2016","     8873.35","     8893.35","     8837.80","     8867.45","      178136644","         9305.56"
"23-Sep-2016","     8880.75","     8885.20","     8820.30","     8831.55","      191618169","         9793.98"
"26-Sep-2016","     8807.90","     8809.55","     8715.10","     8723.05","      169050086","         8518.50"
"27-Sep-2016","     8748.90","     8768.50","     8690.50","     8706.40","      156100521","         7446.12"
"28-Sep-2016","     8711.20","     8767.05","     8703.15","     8745.15","      170643694","         8348.19"
"29-Sep-2016","     8792.70","     8800.65","     8558.25","     8591.25","      384395249","        19467.30"
"30-Sep-2016","     8581.50","     8637.15","     8555.20","     8611.15","      187333285","         8849.27"
"03-Oct-2016","     8666.15","     8745.20","     8635.00","     8738.10","      141472076","         7173.62"
"04-Oct-2016","     8770.00","     8783.65","     8736.10","     8769.15","      189990151","         8251.59"
"05-Oct-2016","     8806.35","     8806.95","     8731.40","     8743.95","      162103951","         6866.33"
"06-Oct-2016","     8768.70","     8781.15","     8684.65","     8709.55","      168713605","         8114.93"
"07-Oct-2016","     8721.70","     8723.70","     8663.80","     8697.60","      155053800","         8144.30"
"10-Oct-2016","     8735.35","     8745.80","     8703.95","     8708.80","      111794053","         5159.83"
"13-Oct-2016","     8671.50","     8681.55","     8541.35","     8573.35","      218861324","        10581.55"
"14-Oct-2016","     8594.00","     8604.45","     8549.80","     8583.40","      167848947","         9613.47"
"17-Oct-2016","     8612.95","     8615.40","     8506.15","     8520.40","      203516577","         8590.35"
"18-Oct-2016","     8556.05","     8685.10","     8555.90","     8677.90","      216626083","         9162.11"
"19-Oct-2016","     8697.50","     8698.75","     8636.70","     8659.10","      177397872","         7790.01"
"20-Oct-2016","     8693.35","     8727.00","     8678.30","     8699.40","      165952091","         7120.32"
"21-Oct-2016","     8708.60","     8709.10","     8652.05","     8693.05","      162162047","         8022.44"
"24-Oct-2016","     8709.85","     8736.95","     8684.15","     8708.95","      161966274","         6876.28"
"25-Oct-2016","     8721.70","     8722.65","     8663.45","     8691.30","      195696479","         8718.02"
"26-Oct-2016","     8657.30","     8657.30","     8596.60","     8615.25","      226133074","         9696.90"
"27-Oct-2016","     8607.10","     8624.85","     8550.25","     8615.25","      250336333","        12300.53"
"28-Oct-2016","     8625.00","     8653.75","     8581.75","     8638.00","      180906084","         8953.72"
"30-Oct-2016","     8672.35","     8678.25","     8616.25","     8625.70","       16610872","          805.89"
"01-Nov-2016","     8653.15","     8669.60","     8614.50","     8626.25","      170068995","         8441.30"
"02-Nov-2016","     8542.80","     8549.50","     8504.85","     8514.00","      160130480","         7683.07"
"03-Nov-2016","     8499.85","     8537.65","     8476.15","     8484.95","      175773254","         7558.06"
"04-Nov-2016","     8503.60","     8504.00","     8400.25","     8433.75","      231783152","        11798.48"
"07-Nov-2016","     8535.75","     8535.85","     8481.45","     8497.05","      178070534","         8436.70"
"08-Nov-2016","     8540.00","     8559.40","     8480.10","     8543.55","      201759648","         8515.57"
"09-Nov-2016","     8067.50","     8476.20","     8002.25","     8432.00","      323968654","        15536.37"
"10-Nov-2016","     8555.60","     8598.45","     8510.70","     8525.75","      271196930","        12386.39"
"11-Nov-2016","     8456.65","     8460.60","     8284.95","     8296.30","      275221694","        12485.11"
"15-Nov-2016","     8284.85","     8288.55","     8093.20","     8108.45","      370298063","        17387.22"
"16-Nov-2016","     8205.65","     8210.05","     8089.40","     8111.60","      277801233","        13705.03"
"17-Nov-2016","     8105.10","     8151.25","     8060.30","     8079.95","      197183084","         8713.06"
"18-Nov-2016","     8097.55","     8128.95","     8048.30","     8074.10","      166199545","         7901.64"
"21-Nov-2016","     8102.10","     8102.45","     7916.40","     7929.10","      225608889","         9199.11"
"22-Nov-2016","     7989.15","     8019.05","     7938.15","     8002.30","      216677654","         9000.44"
"23-Nov-2016","     8051.20","     8055.20","     7973.10","     8033.30","      186602328","         8681.67"
"24-Nov-2016","     8011.80","     8024.85","     7952.55","     7965.50","      268619026","        11868.11"
"25-Nov-2016","     8007.95","     8122.25","     7976.75","     8114.30","      183355873","         8920.79"
"28-Nov-2016","     8080.65","     8146.50","     8066.50","     8126.90","      195595287","         8666.87"
"29-Nov-2016","     8131.55","     8197.35","     8128.70","     8142.15","      195618384","         8486.32"
"30-Nov-2016","     8172.15","     8234.25","     8139.25","     8224.50","      255725357","        14473.78"
"01-Dec-2016","     8244.00","     8250.80","     8185.05","     8192.90","      162597213","         7720.96"
"02-Dec-2016","     8153.55","     8159.30","     8070.05","     8086.80","      176767415","         8050.50"
"05-Dec-2016","     8088.75","     8141.90","     8056.85","     8128.75","      130435865","         6432.02"
"06-Dec-2016","     8153.15","     8178.70","     8130.85","     8143.15","      118854323","         5417.56"
"07-Dec-2016","     8168.40","     8190.45","     8077.50","     8102.05","      175024334","         7900.03"
"08-Dec-2016","     8152.10","     8256.25","     8151.75","     8246.85","      146857616","         7275.01"
"09-Dec-2016","     8271.70","     8274.95","     8241.95","     8261.75","      154344775","         6866.81"
"12-Dec-2016","     8230.65","     8230.65","     8154.45","     8170.80","      111432551","         5026.02"
"13-Dec-2016","     8196.15","     8228.85","     8155.80","     8221.80","      189739559","         8976.54"
"14-Dec-2016","     8229.35","     8229.40","     8165.10","     8182.45","      149132520","         6763.63"
"15-Dec-2016","     8128.40","     8225.90","     8121.95","     8153.60","      187425988","         8579.44"
"16-Dec-2016","     8178.20","     8178.70","     8127.45","     8139.45","      209268331","         9854.07"
"19-Dec-2016","     8126.00","     8132.50","     8094.85","     8104.35","      110669713","         5272.20"
"20-Dec-2016","     8110.60","     8124.10","     8062.75","     8082.40","      132026742","         6296.67"
"21-Dec-2016","     8105.85","     8112.55","     8053.25","     8061.30","      127543733","         6304.60"
"22-Dec-2016","     8043.85","     8046.45","     7964.95","     7979.10","      126409580","         6206.58"
"23-Dec-2016","     7972.50","     8022.60","     7942.05","     7985.75","      127921701","         5907.28"
"26-Dec-2016","     7965.10","     7970.05","     7893.80","     7908.25","      110171222","         4808.67"
"27-Dec-2016","     7915.05","     8044.65","     7903.70","     8032.85","      122463312","         5282.66"
"28-Dec-2016","     8047.55","     8100.55","     8028.40","     8034.85","      130580701","         5816.34"
"29-Dec-2016","     8030.60","     8111.10","     8020.80","     8103.60","      183984077","         7635.40"
"30-Dec-2016","     8119.65","     8197.00","     8114.75","     8185.80","      131457250","         5800.70"
"02-Jan-2017","     8210.10","     8212.00","     8133.80","     8179.50","      122016111","         5255.49"
"03-Jan-2017","     8196.05","     8219.10","     8148.60","     8192.25","      131186021","         6053.67"
"04-Jan-2017","     8202.65","     8218.50","     8180.90","     8190.50","      136476345","         6543.13"
"05-Jan-2017","     8226.65","     8282.65","     8223.70","     8273.80","      163957452","         8180.68"
"06-Jan-2017","     8281.85","     8306.85","     8233.25","     8243.80","      143689850","         7298.74"
"09-Jan-2017","     8259.35","     8263.00","     8227.75","     8236.05","      102211190","         5197.62"
"10-Jan-2017","     8262.70","     8293.80","     8261.00","     8288.60","      147312927","         6904.57"
"11-Jan-2017","     8327.80","     8389.00","     8322.25","     8380.65","      192285417","         8938.68"
"12-Jan-2017","     8391.05","     8417.20","     8382.30","     8407.20","      177948383","         7359.24"
"13-Jan-2017","     8457.65","     8461.05","     8373.15","     8400.35","      190949616","         9156.16"
"16-Jan-2017","     8390.95","     8426.70","     8374.40","     8412.80","      127938836","         6043.67"
"17-Jan-2017","     8415.05","     8440.90","     8378.30","     8398.00","      125781216","         6389.21"
"18-Jan-2017","     8403.85","     8460.30","     8397.40","     8417.00","      168867039","         7411.23"
"19-Jan-2017","     8418.40","     8445.15","     8404.05","     8435.10","      170956149","         7324.14"
"20-Jan-2017","     8404.35","     8423.65","     8340.95","     8349.35","      208901233","         9014.51"
"23-Jan-2017","     8329.60","     8404.15","     8327.20","     8391.50","      200993100","         8664.94"
"24-Jan-2017","     8407.05","     8480.95","     8398.15","     8475.80","      184745781","         8524.17"
"25-Jan-2017","     8499.45","     8612.60","     8493.95","     8602.75","      301490150","        13901.89"
"27-Jan-2017","     8610.50","     8672.70","     8606.90","     8641.25","      283905821","        11568.92"
"30-Jan-2017","     8635.55","     8662.60","     8617.75","     8632.75","      314110760","         9333.49"
"31-Jan-2017","     8629.45","     8631.75","     8552.40","     8561.30","      537110119","        14721.17"
"01-Feb-2017","     8570.35","     8722.40","     8537.50","     8716.40","      337797412","        13494.05"
"02-Feb-2017","     8724.75","     8757.60","     8685.80","     8734.25","      292329202","        11555.02"
"03-Feb-2017","     8735.15","     8748.25","     8707.75","     8740.95","      196936238","         8193.45"
"06-Feb-2017","     8785.45","     8814.10","     8770.20","     8801.05","      200403782","         8701.51"
"07-Feb-2017","     8805.70","     8809.30","     8741.05","     8768.30","      233294532","         9060.63"
"08-Feb-2017","     8774.55","     8791.25","     8715.00","     8769.05","      225485726","         9110.24"
"09-Feb-2017","     8795.55","     8821.40","     8724.10","     8778.40","      193282248","         8972.67"
"10-Feb-2017","     8812.35","     8822.10","     8771.20","     8793.55","      232947341","        10320.17"
"13-Feb-2017","     8819.80","     8826.90","     8754.20","     8805.05","      211180353","         8659.48"
"14-Feb-2017","     8819.90","     8820.45","     8772.50","     8792.30","      194133563","         8494.44"
"15-Feb-2017","     8778.95","     8807.90","     8712.85","     8724.70","      222828919","        10472.37"
"16-Feb-2017","     8739.00","     8783.95","     8719.60","     8778.00","      190277738","         9695.63"
"17-Feb-2017","     8883.70","     8896.45","     8804.25","     8821.70","      307526025","        23432.58"
"20-Feb-2017","     8818.55","     8886.25","     8809.80","     8879.20","      173022362","         7833.53"
"21-Feb-2017","     8890.75","     8920.80","     8860.95","     8907.85","      181091326","         8863.71"
"22-Feb-2017","     8931.60","     8960.75","     8905.25","     8926.90","      254677956","        13514.08"
"23-Feb-2017","     8956.40","     8982.15","     8927.55","     8939.50","      388874096","        17243.08"
"27-Feb-2017","     8943.70","     8951.80","     8888.65","     8896.70","      195847099","        10388.83"
"28-Feb-2017","     8898.95","     8914.75","     8867.60","     8879.60","      302722890","        13819.57"
"01-Mar-2017","     8904.40","     8960.80","     8898.60","     8945.80","      212328974","         9681.99"
"02-Mar-2017","     8982.85","     8992.50","     8879.80","     8899.75","      225608140","        10075.19"
"03-Mar-2017","     8883.50","     8907.10","     8860.10","     8897.55","      208915878","         9783.57"
"06-Mar-2017","     8915.10","     8967.80","     8914.00","     8963.45","      180194586","         8955.06"
"07-Mar-2017","     8977.75","     8977.85","     8932.80","     8946.90","      178827506","         8149.28"
"08-Mar-2017","     8950.70","     8957.05","     8891.95","     8924.30","      183325544","         9489.36"
"09-Mar-2017","     8914.50","     8945.80","     8899.50","     8927.00","      176810453","         8493.21"
"10-Mar-2017","     8953.70","     8975.70","     8903.95","     8934.55","      157419999","         7385.28"
"14-Mar-2017","     9091.65","     9122.75","     9060.50","     9087.00","      278726933","        14087.57"
"15-Mar-2017","     9086.85","     9106.55","     9075.50","     9084.80","      248033251","         9671.51"
"16-Mar-2017","     9129.65","     9158.45","     9128.55","     9153.70","      215096446","         9275.05"
"17-Mar-2017","     9207.80","     9218.40","     9147.60","     9160.05","      295554265","        13226.29"
"20-Mar-2017","     9166.95","     9167.60","     9116.30","     9126.85","      342395900","         9251.16"
"21-Mar-2017","     9133.95","     9147.75","     9087.20","     9121.50","      255396073","        10191.60"
"22-Mar-2017","     9047.20","     9072.90","     9019.30","     9030.45","      239463699","        10065.92"
"23-Mar-2017","     9048.75","     9099.05","     9048.60","     9086.30","      197705274","         8699.36"
"24-Mar-2017","     9104.00","     9133.55","     9089.40","     9108.00","      210021581","         8853.03"
"27-Mar-2017","     9093.45","     9094.85","     9024.65","     9045.20","      209036051","         8921.57"
"28-Mar-2017","     9081.50","     9110.40","     9079.80","     9100.80","      188985603","         8139.28"
"29-Mar-2017","     9128.70","     9153.15","     9109.10","     9143.80","      250902906","        11089.43"
"30-Mar-2017","     9142.60","     9183.15","     9136.35","     9173.75","      333410368","        15585.42"
"31-Mar-2017","     9158.90","     9191.70","     9152.10","     9173.75","      196771674","        10955.05"
"03-Apr-2017","     9220.60","     9245.35","     9192.40","     9237.85","      143444541","         8337.06"
"05-Apr-2017","     9264.40","     9273.90","     9215.40","     9265.15","      190529461","        11461.96"
"06-Apr-2017","     9245.80","     9267.95","     9218.85","     9261.95","      191937207","        10332.60"
"07-Apr-2017","     9223.70","     9250.50","     9188.10","     9198.30","      195918747","        10217.13"
"10-Apr-2017","     9225.60","     9225.65","     9174.85","     9181.45","      139968750","         8140.08"
"11-Apr-2017","     9184.55","     9242.70","     9172.85","     9237.00","      206261727","         9385.20"
"12-Apr-2017","     9242.50","     9246.40","     9161.80","     9203.45","      166755013","         8412.97"
"13-Apr-2017","     9202.50","     9202.65","     9144.95","     9150.80","      171695600","         8908.17"
"17-Apr-2017","     9144.75","     9160.00","     9120.25","     9139.30","      132244225","         6473.27"
"18-Apr-2017","     9163.00","     9217.90","     9095.45","     9105.15","      179569574","         8527.50"
"19-Apr-2017","     9112.20","     9120.50","     9075.15","     9103.50","      179117382","         8950.27"
"20-Apr-2017","     9108.10","     9143.90","     9102.65","     9136.40","      175629897","         8843.50"
"21-Apr-2017","     9179.10","     9183.65","     9088.75","     9119.40","      159981265","         8476.63"
"24-Apr-2017","     9135.35","     9225.40","     9130.55","     9217.95","      172908048","         9720.75"
"25-Apr-2017","     9273.05","     9309.20","     9250.35","     9306.60","      173896951","        10426.02"
"26-Apr-2017","     9336.20","     9367.00","     9301.35","     9351.85","      191395120","        10483.32"
"27-Apr-2017","     9359.15","     9367.15","     9322.65","     9342.15","      215881711","        12910.38"
"28-Apr-2017","     9340.95","     9342.65","     9282.25","     9304.05","      167229353","         8673.32"
"02-May-2017","     9339.85","     9352.55","     9269.90","     9313.80","      166558241","         9110.59"
"03-May-2017","     9344.70","     9346.30","     9298.40","     9311.95","      156342492","         7975.14"
"04-May-2017","     9360.95","     9365.65","     9323.25","     9359.90","      277895923","        12379.74"
"05-May-2017","     9374.55","     9377.10","     9272.00","     9285.30","      239133531","        10466.68"
"08-May-2017","     9311.45","     9338.70","     9297.95","     9314.05","      179709949","         8300.22"
"09-May-2017","     9337.35","     9338.95","     9307.70","     9316.85","      136417428","         7504.66"
"10-May-2017","     9339.65","     9414.75","     9336.00","     9407.30","      157363135","         8619.06"
"11-May-2017","     9448.60","     9450.65","     9411.30","     9422.40","      176439840","         9289.89"
"12-May-2017","     9436.65","     9437.75","     9372.55","     9400.90","      159079418","         9813.47"
"15-May-2017","     9433.55","     9449.25","     9423.10","     9445.40","      145163953","         7790.97"
"16-May-2017","     9461.00","     9517.20","     9456.35","     9512.25","      171709433","         9209.89"
"17-May-2017","     9517.60","     9532.60","     9486.10","     9525.75","      211856040","        10726.23"
"18-May-2017","     9453.20","     9489.10","     9418.10","     9429.45","      199340647","        10782.46"
"19-May-2017","     9469.90","     9505.75","     9390.75","     9427.90","      259861396","        11544.77"
"22-May-2017","     9480.25","     9498.65","     9427.90","     9438.25","      202874757","         9432.97"
"23-May-2017","     9445.05","     9448.05","     9370.00","     9386.15","      231345629","        11553.27"
"24-May-2017","     9410.90","     9431.90","     9341.65","     9360.55","      218265181","        11045.95"
"25-May-2017","     9384.05","     9523.30","     9379.20","     9509.75","      298147347","        16964.26"
"26-May-2017","     9507.75","     9604.90","     9495.40","     9595.10","      225647631","        11204.36"
"29-May-2017","     9560.05","     9637.75","     9547.70","     9604.90","      242266034","        12484.61"
"30-May-2017","     9590.65","     9635.30","     9581.20","     9624.55","      199894193","         9765.40"
"31-May-2017","     9636.55","     9649.60","     9609.25","     9621.25","      427053433","        19605.94"
"01-Jun-2017","     9603.55","     9634.65","     9589.90","     9616.10","      181533283","         9482.61"
"02-Jun-2017","     9657.15","     9673.50","     9637.45","     9653.50","      167195027","         8564.30"
"05-Jun-2017","     9656.30","     9687.20","     9640.70","     9675.10","      131685021","         7192.24"
"06-Jun-2017","     9704.25","     9709.30","     9630.20","     9637.15","      150379695","         8416.55"
"07-Jun-2017","     9663.95","     9678.55","     9630.55","     9663.90","      165669924","         8989.36"
"08-Jun-2017","     9682.40","     9688.70","     9641.50","     9647.25","      160165459","         8822.63"
"09-Jun-2017","     9638.55","     9676.25","     9608.15","     9668.25","      163897548","         9078.71"
"12-Jun-2017","     9646.70","     9647.05","     9598.50","     9616.40","      145786938","         7686.89"
"13-Jun-2017","     9615.55","     9654.15","     9595.40","     9606.90","      133734363","         7056.83"
"14-Jun-2017","     9621.55","     9627.40","     9580.45","     9618.15","      187378750","        10540.68"
"15-Jun-2017","     9617.90","     9621.40","     9560.80","     9578.05","      176423424","         9868.08"
"16-Jun-2017","     9595.45","     9615.85","     9565.50","     9588.05","      219808528","        11920.62"
"19-Jun-2017","     9626.40","     9673.30","     9614.90","     9657.55","      146146062","         8144.36"
"20-Jun-2017","     9670.50","     9676.50","     9643.75","     9653.50","      164437226","         8476.67"
"21-Jun-2017","     9648.10","     9650.45","     9608.60","     9633.60","      148490556","         8023.40"
"22-Jun-2017","     9642.65","     9698.85","     9617.75","     9630.00","      204888654","        10738.45"
"23-Jun-2017","     9643.25","     9647.65","     9565.30","     9574.95","      180580579","         9092.74"
"27-Jun-2017","     9594.05","     9615.40","     9473.45","     9511.40","      209593904","        11084.51"
"28-Jun-2017","     9520.20","     9522.50","     9474.35","     9491.25","      177652206","         9103.73"
"29-Jun-2017","     9522.95","     9575.80","     9493.80","     9504.10","      267283587","        13395.85"
"30-Jun-2017","     9478.50","     9535.80","     9448.75","     9520.90","      185202600","         8783.59"
"03-Jul-2017","     9587.95","     9624.00","     9543.55","     9615.00","      188690599","         8720.76"
"04-Jul-2017","     9645.90","     9650.65","     9595.50","     9613.30","      149313755","         7774.69"
"05-Jul-2017","     9619.75","     9643.65","     9607.35","     9637.60","      134849476","         7311.10"
"06-Jul-2017","     9653.60","     9700.70","     9639.95","     9674.55","      152001940","         7539.21"
"07-Jul-2017","     9670.35","     9684.25","     9642.65","     9665.80","      146232151","         8514.53"
"10-Jul-2017","     9719.30","     9782.15","     9646.45","     9771.05","       40142973","         1920.78"
"11-Jul-2017","     9797.45","     9830.05","     9778.85","     9786.05","      185322358","         9908.41"
"12-Jul-2017","     9807.30","     9824.95","     9787.70","     9816.10","      150045594","         7966.44"
"13-Jul-2017","     9855.80","     9897.25","     9853.45","     9891.70","      186866752","        10244.56"
"14-Jul-2017","     9913.30","     9913.30","     9845.45","     9886.35","      164456602","         9187.71"
"17-Jul-2017","     9908.15","     9928.20","     9894.70","     9915.95","      168596771","         8310.48"
"18-Jul-2017","     9832.70","     9885.35","     9792.05","     9827.15","      303007860","        13184.22"
"19-Jul-2017","     9855.95","     9905.05","     9851.65","     9899.60","      206376192","        10935.60"
"20-Jul-2017","     9920.20","     9922.55","     9863.45","     9873.30","      166083004","         8942.56"
"21-Jul-2017","     9899.60","     9924.70","     9838.00","     9915.25","      193286125","        11860.28"
"24-Jul-2017","     9936.80","     9982.05","     9919.60","     9966.40","      179905535","        10837.20"
"25-Jul-2017","    10010.55","    10011.30","     9949.10","     9964.55","      191206247","        10491.32"
"26-Jul-2017","     9983.65","    10025.95","     9965.95","    10020.65","      203697844","        11403.30"
"27-Jul-2017","    10063.25","    10114.85","    10005.50","    10020.55","      296782048","        18601.99"
"28-Jul-2017","     9996.55","    10026.05","     9944.50","    10014.50","      197491415","        11996.80"
"31-Jul-2017","    10034.70","    10085.90","    10016.95","    10077.10","      245096535","        13131.89"
"01-Aug-2017","    10101.05","    10128.60","    10065.75","    10114.65","      190000516","        11515.29"
"02-Aug-2017","    10136.30","    10137.85","    10054.20","    10081.50","      166463276","         9165.92"
"03-Aug-2017","    10081.15","    10081.15","     9998.25","    10013.65","      198665837","        10714.10"
"04-Aug-2017","    10008.60","    10075.25","     9988.35","    10066.40","      184082134","        10397.88"
"07-Aug-2017","    10074.80","    10088.10","    10046.35","    10057.40","      141566282","         7827.95"
"08-Aug-2017","    10068.35","    10083.80","     9947.00","     9978.55","      209645343","        10780.41"
"09-Aug-2017","     9961.15","     9969.80","     9893.05","     9908.05","      174395293","         8831.72"
"10-Aug-2017","     9872.85","     9892.65","     9776.20","     9820.25","      242820594","        12040.13"
"11-Aug-2017","     9712.15","     9771.65","     9685.55","     9710.80","      294732998","        13435.56"
"14-Aug-2017","     9755.75","     9818.30","     9752.10","     9794.15","      201613585","         9486.82"
"16-Aug-2017","     9825.85","     9903.95","     9773.85","     9897.30","      226269013","        10815.38"
"17-Aug-2017","     9945.55","     9947.80","     9883.75","     9904.15","      203652311","         9927.47"
"18-Aug-2017","     9865.95","     9865.95","     9783.65","     9837.40","      253931517","        15636.16"
"21-Aug-2017","     9864.25","     9884.35","     9740.10","     9754.35","      211627775","        11764.00"
"22-Aug-2017","     9815.75","     9828.45","     9752.60","     9765.55","      189267122","         9850.89"
"23-Aug-2017","     9803.05","     9857.90","     9786.75","     9852.50","      173815509","         9961.13"
"24-Aug-2017","     9881.20","     9881.50","     9848.85","     9857.05","      190398702","        10392.63"
"28-Aug-2017","     9907.15","     9925.75","     9882.00","     9912.80","      164493772","         9900.06"
"29-Aug-2017","     9886.40","     9887.35","     9783.75","     9796.05","      178668444","         8469.09"
"30-Aug-2017","     9859.50","     9909.45","     9850.80","     9884.40","      162704136","         8008.72"
"31-Aug-2017","     9905.70","     9925.10","     9856.95","     9917.90","      337782004","        14619.43"
"01-Sep-2017","     9937.65","     9983.45","     9909.85","     9974.40","      162730656","         9314.82"
"04-Sep-2017","     9984.15","     9988.40","     9861.00","     9912.85","      153369495","         8069.64"
"05-Sep-2017","     9933.25","     9963.10","     9901.05","     9952.20","      143522342","         7566.62"
"06-Sep-2017","     9899.25","     9931.55","     9882.55","     9916.20","      153767846","         8926.98"
"07-Sep-2017","     9945.85","     9964.85","     9917.20","     9929.90","      194626599","         9455.48"
"08-Sep-2017","     9958.65","     9963.60","     9913.30","     9934.80","      168698771","         8792.49"
"11-Sep-2017","     9971.75","    10028.65","     9968.80","    10006.05","      178409875","         9545.94"
"12-Sep-2017","    10056.85","    10097.55","    10028.05","    10093.05","      188248293","         9894.20"
"13-Sep-2017","    10099.25","    10131.95","    10063.15","    10079.30","      221608053","        10682.41"
"14-Sep-2017","    10107.40","    10126.50","    10070.35","    10086.60","      232637517","        11047.46"
